date,amount,category,description
2024-02-09,-850.60,shopping,Amazon
2024-02-09,-420.20,groceries,Big Bazaar
2024-02-10,-320.00,dining,Local Restaurant
2024-02-10,-199.00,entertainment,Netflix Subscription
2024-02-11,-750.60,shopping,Flipkart
2024-02-11,-550.60,utilities,Water Bill
2024-02-12,-920.30,groceries,Kirana Store
2024-02-12,-380.50,transportation,Bus Pass
2024-02-13,-680.90,groceries,More Supermarket
2024-02-13,-199.00,entertainment,Hotstar Premium
2024-02-14,-550.20,utilities,Electricity Bill
2024-02-14,-750.60,shopping,Myntra
2024-02-15,63808.88,income,Monthly Salary
2024-02-15,-850.60,groceries,DMart
2024-02-15,-680.00,utilities,Water Bill
2024-02-16,-550.40,transportation,Metro Card
2024-02-16,-420.20,groceries,Big Bazaar
2024-02-17,-599.00,entertainment,Amazon Prime
2024-02-17,-920.80,groceries,Reliance Fresh
2024-02-18,-750.60,shopping,Amazon
2024-02-18,-320.00,dining,Local Restaurant
2024-02-19,-950.10,groceries,Big Basket
2024-02-19,-380.50,transportation,Auto Fare
2024-02-20,-550.60,utilities,Internet Bill
2024-02-20,-680.90,groceries,More Supermarket
2024-02-21,-550.75,utilities,Electricity Bill
2024-02-21,-199.00,entertainment,YouTube Premium
2024-02-22,-850.60,shopping,Flipkart
2024-02-22,-420.20,groceries,Big Bazaar
2024-02-23,-250.50,transportation,Uber
2024-02-23,-550.40,utilities,Water Bill
2024-02-24,-920.80,groceries,Reliance Fresh
2024-02-24,-380.00,dining,Local Restaurant
2024-02-25,-450.00,entertainment,Movie Tickets
2024-02-25,-680.30,transportation,Fuel
2024-02-26,-750.60,shopping,Myntra
2024-02-26,-550.60,utilities,Internet Bill
2024-02-27,-880.20,shopping,Myntra
2024-02-27,-850.60,groceries,DMart
2024-02-28,-920.30,groceries,Kirana Store
2024-02-28,-199.00,entertainment,Spotify Premium
2024-02-29,-620.30,dining,Domino's Pizza
2024-02-29,-380.50,transportation,Bus Pass
2024-03-01,-12000.00,rent,Monthly Rent
2024-03-01,-1350.32,groceries,DMart
2024-03-01,-750.50,utilities,Electricity Bill
2024-03-02,-199.00,entertainment,Netflix Subscription
2024-03-02,-1150.00,shopping,Amazon Sale
2024-03-03,-880.20,dining,Local Restaurant
2024-03-03,-650.60,transportation,Auto Fare
2024-03-04,-920.10,utilities,Internet Bill
2024-03-04,-1050.80,groceries,Big Bazaar
2024-03-05,-580.75,transportation,Fuel
2024-03-05,-199.00,entertainment,Hotstar Premium
2024-03-06,-950.30,dining,Pizza Hut
2024-03-06,-1200.50,shopping,Flipkart Sale
2024-03-07,-680.90,utilities,Water Bill
2024-03-07,-820.60,groceries,More Supermarket
2024-03-08,-550.40,transportation,Metro Card
2024-03-08,-420.20,groceries,Reliance Fresh
2024-03-09,-750.60,shopping,Myntra
2024-03-09,-320.00,dining,Local Restaurant
2024-03-10,-920.80,groceries,DMart
2024-03-10,-380.00,entertainment,Spotify Premium
2024-03-11,-680.30,transportation,Fuel
2024-03-11,-550.60,utilities,Internet Bill
2024-03-12,-850.60,groceries,Big Basket
2024-03-12,-920.30,groceries,Kirana Store
2024-03-13,-750.60,shopping,Amazon
2024-03-13,-320.00,dining,Local Restaurant
2024-03-14,-550.40,utilities,Water Bill
2024-03-14,-199.00,entertainment,Amazon Prime
2024-03-15,79348.08,income,Monthly Salary
2024-03-15,-850.60,groceries,Reliance Fresh
2024-03-15,-680.00,utilities,Electricity Bill
2024-03-16,-920.10,utilities,Internet Bill
2024-03-16,-420.20,groceries,Big Bazaar
2024-03-17,-550.60,transportation,Auto Fare
2024-03-17,-750.60,shopping,Flipkart
2024-03-18,-920.80,groceries,DMart
2024-03-18,-380.50,transportation,Bus Pass
2024-03-19,-1050.80,groceries,Big Bazaar
2024-03-19,-199.00,entertainment,Netflix Subscription
2024-03-20,-680.90,groceries,More Supermarket
2024-03-20,-550.20,utilities,Water Bill
2024-03-21,-580.75,transportation,Fuel
2024-03-21,-420.20,groceries,Reliance Fresh
2024-03-22,-750.60,shopping,Myntra
2024-03-22,-320.00,dining,Local Restaurant
2024-03-23,-199.00,entertainment,Hotstar Premium
2024-03-23,-550.40,utilities,Internet Bill
2024-03-24,-920.80,groceries,Big Basket
2024-03-24,-380.00,entertainment,YouTube Premium
2024-03-25,-950.30,dining,Pizza Hut
2024-03-25,-680.30,transportation,Uber
2024-03-26,-850.60,shopping,Amazon
2024-03-26,-550.60,utilities,Water Bill
2024-03-27,-1200.50,shopping,Flipkart Sale
2024-03-27,-420.20,groceries,DMart
2024-03-28,-920.80,groceries,Kirana Store
2024-03-28,-199.00,entertainment,Spotify Premium
2024-03-29,-680.90,utilities,Water Bill
2024-03-29,-380.50,transportation,Metro Card
2024-03-30,-750.60,shopping,Flipkart
2024-03-30,-550.40,utilities,Electricity Bill
2024-03-31,-820.60,groceries,More Supermarket
2024-03-31,-320.00,dining,Local Restaurant
2024-04-01,-12000.00,rent,Monthly Rent
2024-04-01,-1180.10,groceries,DMart
2024-04-01,-620.20,utilities,Water Bill
2024-04-02,-380.75,dining,Local Restaurant
2024-04-02,-650.50,transportation,Uber
2024-04-03,-199.00,entertainment,Amazon Prime
2024-04-03,-750.90,shopping,Myntra
2024-04-04,-1120.10,groceries,Reliance Fresh
2024-04-04,-550.30,utilities,Electricity Bill
2024-04-05,-420.20,transportation,Metro Card
2024-04-05,-199.00,entertainment,Netflix Subscription
2024-04-06,-820.60,dining,KFC
2024-04-06,-950.80,groceries,Big Basket
2024-04-07,-480.90,shopping,Flipkart
2024-04-07,-920.80,groceries,DMart
2024-04-08,-380.50,transportation,Auto Fare
2024-04-08,-550.40,utilities,Internet Bill
2024-04-09,-680.90,groceries,More Supermarket
2024-04-09,-320.00,dining,Local Restaurant
2024-04-10,-750.60,shopping,Amazon
2024-04-10,-550.20,utilities,Water Bill
2024-04-11,-420.20,groceries,Big Bazaar
2024-04-11,-680.30,transportation,Fuel
2024-04-12,-199.00,entertainment,Hotstar Premium
2024-04-12,-920.80,groceries,Reliance Fresh
2024-04-13,-850.60,shopping,Myntra
2024-04-13,-550.40,utilities,Electricity Bill
2024-04-14,-920.30,groceries,Kirana Store
2024-04-14,-380.00,entertainment,YouTube Premium
2024-04-15,60572.31,income,Monthly Salary
2024-04-15,-850.60,groceries,Big Basket
2024-04-15,-550.40,utilities,Internet Bill
2024-04-16,-920.80,groceries,DMart
2024-04-16,-199.00,entertainment,Netflix Subscription
2024-04-17,-1120.10,groceries,Reliance Fresh
2024-04-17,-380.50,transportation,Bus Pass
2024-04-18,-680.90,groceries,More Supermarket
2024-04-18,-550.20,utilities,Water Bill
2024-04-19,-550.30,utilities,Electricity Bill
2024-04-19,-420.20,groceries,Big Bazaar
2024-04-20,-750.60,shopping,Flipkart
2024-04-20,-320.00,dining,Local Restaurant
2024-04-21,-420.20,transportation,Metro Card
2024-04-21,-199.00,entertainment,Amazon Prime
2024-04-22,-920.80,groceries,Reliance Fresh
2024-04-22,-550.40,utilities,Internet Bill
2024-04-23,-199.00,entertainment,Netflix Subscription
2024-04-23,-680.30,transportation,Fuel
2024-04-24,-850.60,shopping,Amazon
2024-04-24,-920.30,groceries,Kirana Store
2024-04-25,-820.60,dining,KFC
2024-04-25,-380.50,transportation,Bus Pass
2024-04-26,-750.60,shopping,Myntra
2024-04-26,-550.60,utilities,Water Bill
2024-04-27,-950.80,groceries,Big Basket
2024-04-27,-199.00,entertainment,Spotify Premium
2024-04-28,-920.80,groceries,DMart
2024-04-28,-680.90,transportation,Uber
2024-04-29,-480.90,shopping,Flipkart
2024-04-29,-420.20,groceries,Reliance Fresh
2024-04-30,-550.40,utilities,Electricity Bill
2024-04-30,-320.00,dining,Local Restaurant
2024-05-01,-12000.00,rent,Monthly Rent
2024-05-01,-780.45,groceries,DMart
2024-05-01,-520.33,utilities,Internet Bill
2024-05-02,-380.85,transportation,Auto Fare
2024-05-02,-179.00,entertainment,Spotify Premium
2024-05-03,-580.90,shopping,Amazon
2024-05-03,-650.00,dining,Local Restaurant
2024-05-04,-720.75,utilities,Water Bill
2024-05-04,-850.10,groceries,Big Bazaar
2024-05-05,-220.50,transportation,Bus Pass
2024-05-05,-199.00,entertainment,YouTube Premium
2024-05-06,-550.80,dining,Local Restaurant
2024-05-06,-680.20,groceries,Reliance Fresh
2024-05-07,-480.30,shopping,Flipkart
2024-05-07,-920.80,groceries,DMart
2024-05-08,-380.50,transportation,Metro Card
2024-05-08,-199.00,entertainment,Netflix Subscription
2024-05-09,-750.60,shopping,Myntra
2024-05-09,-680.90,groceries,More Supermarket
2024-05-10,-320.00,dining,Local Restaurant
2024-05-10,-550.20,utilities,Water Bill
2024-05-11,-420.20,groceries,Big Bazaar
2024-05-11,-850.60,shopping,Amazon
2024-05-12,-199.00,entertainment,Hotstar Premium
2024-05-12,-920.30,groceries,Kirana Store
2024-05-13,-380.50,transportation,Metro Card
2024-05-13,-550.40,utilities,Internet Bill
2024-05-14,-750.60,shopping,Flipkart
2024-05-14,-380.00,entertainment,Spotify Premium
2024-05-15,64463.04,income,Monthly Salary
2024-05-15,-850.60,groceries,Reliance Fresh
2024-05-15,-680.00,utilities,Electricity Bill
2024-05-16,-920.80,groceries,Big Basket
2024-05-16,-199.00,entertainment,Amazon Prime
2024-05-17,-720.75,utilities,Water Bill
2024-05-17,-550.60,transportation,Auto Fare
2024-05-18,-680.90,groceries,More Supermarket
2024-05-18,-320.00,dining,Local Restaurant
2024-05-19,-850.10,groceries,Big Bazaar
2024-05-19,-380.50,transportation,Bus Pass
2024-05-20,-750.60,shopping,Myntra
2024-05-20,-550.20,utilities,Water Bill
2024-05-21,-220.50,transportation,Bus Pass
2024-05-21,-199.00,entertainment,YouTube Premium
2024-05-22,-920.80,groceries,DMart
2024-05-22,-680.30,transportation,Fuel
2024-05-23,-199.00,entertainment,YouTube Premium
2024-05-23,-550.40,utilities,Internet Bill
2024-05-24,-850.60,shopping,Amazon
2024-05-24,-420.20,groceries,Reliance Fresh
2024-05-25,-550.80,dining,Local Restaurant
2024-05-25,-199.00,entertainment,Netflix Subscription
2024-05-26,-920.30,groceries,Kirana Store
2024-05-26,-380.50,transportation,Metro Card
2024-05-27,-680.20,groceries,Reliance Fresh
2024-05-27,-750.60,shopping,Flipkart
2024-05-28,-550.60,utilities,Water Bill
2024-05-28,-320.00,dining,Local Restaurant
2024-05-29,-480.30,shopping,Flipkart
2024-05-29,-680.90,transportation,Uber
2024-05-30,-920.80,groceries,Big Basket
2024-05-30,-199.00,entertainment,Hotstar Premium
2024-05-31,-550.40,utilities,Electricity Bill
2024-05-31,-320.00,dining,Local Restaurant
2024-06-01,-12000.00,rent,Monthly Rent
2024-06-01,-1450.45,groceries,Big Bazaar
2024-06-01,-820.25,utilities,Electricity Bill
2024-06-02,-680.60,transportation,Auto Fare
2024-06-02,-199.00,entertainment,Netflix Subscription
2024-06-03,-1150.10,shopping,Amazon
2024-06-03,-880.75,dining,Domino's Pizza
2024-06-04,-720.50,utilities,Water Bill
2024-06-04,-1250.80,groceries,More Supermarket
2024-06-05,-420.20,transportation,Metro Card
2024-06-05,-350.00,entertainment,Movie Tickets
2024-06-06,-1080.90,utilities,LPG Cylinder
2024-06-06,-950.60,groceries,Kirana Store
2024-06-07,-199.00,entertainment,Hotstar Premium
2024-06-07,-920.75,dining,Pizza Hut
2024-06-08,-550.40,transportation,Bus Pass
2024-06-08,-420.20,groceries,Big Bazaar
2024-06-09,-750.60,shopping,Myntra
2024-06-09,-320.00,dining,Local Restaurant
2024-06-10,-920.80,groceries,DMart
2024-06-10,-380.50,transportation,Auto Fare
2024-06-11,-550.60,utilities,Internet Bill
2024-06-11,-680.90,groceries,Reliance Fresh
2024-06-12,-750.60,shopping,Flipkart
2024-06-12,-320.00,dining,Local Restaurant
2024-06-13,-550.20,utilities,Water Bill
2024-06-13,-199.00,entertainment,YouTube Premium
2024-06-14,-850.60,shopping,Amazon
2024-06-14,-920.30,groceries,Kirana Store
2024-06-15,66778.08,income,Monthly Salary
2024-06-15,-850.60,groceries,Big Basket
2024-06-15,-680.00,utilities,Water Bill
2024-06-16,-920.80,groceries,DMart
2024-06-16,-199.00,entertainment,Netflix Subscription
2024-06-17,-720.50,utilities,Water Bill
2024-06-17,-550.60,transportation,Metro Card
2024-06-18,-680.90,groceries,More Supermarket
2024-06-18,-380.50,transportation,Bus Pass
2024-06-19,-1250.80,groceries,More Supermarket
2024-06-19,-420.20,transportation,Metro Card
2024-06-20,-750.60,shopping,Flipkart
2024-06-20,-320.00,dining,Local Restaurant
2024-06-21,-550.20,utilities,Electricity Bill
2024-06-21,-199.00,entertainment,Amazon Prime
2024-06-22,-920.80,groceries,Reliance Fresh
2024-06-22,-550.40,utilities,Internet Bill
2024-06-23,-350.00,entertainment,Movie Tickets
2024-06-23,-680.30,transportation,Uber
2024-06-24,-850.60,shopping,Myntra
2024-06-24,-920.30,groceries,Kirana Store
2024-06-25,-1080.90,utilities,LPG Cylinder
2024-06-25,-380.50,transportation,Bus Pass
2024-06-26,-750.60,shopping,Amazon
2024-06-26,-550.60,utilities,Water Bill
2024-06-27,-950.60,groceries,Kirana Store
2024-06-27,-199.00,entertainment,Hotstar Premium
2024-06-28,-920.80,groceries,Big Basket
2024-06-28,-680.90,transportation,Fuel
2024-06-29,-199.00,entertainment,Hotstar Premium
2024-06-29,-550.40,utilities,Internet Bill
2024-06-30,-920.75,dining,Pizza Hut
2024-06-30,-199.00,entertainment,Spotify Premium
2024-07-01,-12000.00,rent,Monthly Rent
2024-07-01,-1100.00,groceries,DMart
2024-07-01,-650.30,utilities,Electricity Bill
2024-07-02,-450.00,entertainment,Amazon Prime
2024-07-02,-950.50,shopping,Flipkart
2024-07-03,-580.40,transportation,Fuel
2024-07-03,-720.00,utilities,Internet Bill
2024-07-04,-850.20,groceries,Big Bazaar
2024-07-04,-199.00,entertainment,Netflix Subscription
2024-07-05,-380.60,dining,Local Restaurant
2024-07-05,-550.80,utilities,Water Bill
2024-07-06,-680.90,groceries,Reliance Fresh
2024-07-06,-450.00,entertainment,Spotify Premium
2024-07-07,-320.50,transportation,Bus Pass
2024-07-07,-920.30,shopping,Myntra
2024-07-08,-750.60,shopping,Myntra
2024-07-08,-420.20,groceries,Reliance Fresh
2024-07-09,-920.80,groceries,DMart
2024-07-09,-380.00,entertainment,YouTube Premium
2024-07-10,-680.30,transportation,Fuel
2024-07-10,-550.60,utilities,Internet Bill
2024-07-11,-850.60,groceries,Big Basket
2024-07-11,-920.30,groceries,Kirana Store
2024-07-12,-750.60,shopping,Amazon
2024-07-12,-320.00,dining,Local Restaurant
2024-07-13,-550.40,utilities,Water Bill
2024-07-13,-199.00,entertainment,Amazon Prime
2024-07-14,-850.60,shopping,Flipkart
2024-07-14,-420.20,groceries,Big Bazaar
2024-07-15,70859.47,income,Monthly Salary
2024-07-15,-850.60,groceries,Reliance Fresh
2024-07-15,-680.00,utilities,Electricity Bill
2024-07-16,-920.20,groceries,Big Bazaar
2024-07-16,-550.60,transportation,Auto Fare
2024-07-17,-750.60,shopping,Flipkart
2024-07-17,-920.80,groceries,DMart
2024-07-18,-380.50,transportation,Bus Pass
2024-07-18,-199.00,entertainment,Netflix Subscription
2024-07-19,-199.00,entertainment,Netflix Subscription
2024-07-19,-680.90,groceries,More Supermarket
2024-07-20,-550.20,utilities,Water Bill
2024-07-20,-420.20,groceries,Reliance Fresh
2024-07-21,-380.60,dining,Local Restaurant
2024-07-21,-750.60,shopping,Myntra
2024-07-22,-320.00,dining,Local Restaurant
2024-07-22,-550.40,utilities,Internet Bill
2024-07-23,-550.80,utilities,Water Bill
2024-07-23,-920.80,groceries,Big Basket
2024-07-24,-380.00,entertainment,YouTube Premium
2024-07-24,-550.40,utilities,Electricity Bill
2024-07-25,-680.90,groceries,Reliance Fresh
2024-07-25,-680.30,transportation,Uber
2024-07-26,-850.60,shopping,Amazon
2024-07-26,-550.60,utilities,Water Bill
2024-07-27,-450.00,entertainment,Spotify Premium
2024-07-27,-420.20,groceries,DMart
2024-07-28,-920.80,groceries,Kirana Store
2024-07-28,-199.00,entertainment,Spotify Premium
2024-07-29,-320.50,transportation,Bus Pass
2024-07-29,-380.50,transportation,Metro Card
2024-07-30,-750.60,shopping,Flipkart
2024-07-30,-550.40,utilities,Electricity Bill
2024-07-31,-920.30,shopping,Myntra
2024-07-31,-320.00,dining,Local Restaurant
2024-08-01,-12000.00,rent,Monthly Rent
2024-08-01,-1250.75,groceries,DMart
2024-08-01,-850.40,utilities,Electricity Bill
2024-08-02,-199.00,entertainment,Hotstar Premium
2024-08-02,-1150.60,shopping,Amazon
2024-08-03,-680.20,transportation,Uber
2024-08-03,-720.50,utilities,Internet Bill
2024-08-04,-1050.80,groceries,Big Basket
2024-08-04,-550.30,dining,KFC
2024-08-05,-450.00,entertainment,Movie Tickets
2024-08-05,-580.70,utilities,Water Bill
2024-08-06,-950.40,groceries,More Supermarket
2024-08-06,-380.60,transportation,Metro Card
2024-08-07,-199.00,entertainment,YouTube Premium
2024-08-07,-880.90,dining,Pizza Hut
2024-08-08,-750.60,shopping,Myntra
2024-08-08,-420.20,groceries,Big Bazaar
2024-08-09,-920.80,groceries,DMart
2024-08-09,-380.50,transportation,Auto Fare
2024-08-10,-550.60,utilities,Internet Bill
2024-08-10,-680.90,groceries,Reliance Fresh
2024-08-11,-750.60,shopping,Flipkart
2024-08-11,-320.00,dining,Local Restaurant
2024-08-12,-550.20,utilities,Water Bill
2024-08-12,-199.00,entertainment,YouTube Premium
2024-08-13,-850.60,shopping,Amazon
2024-08-13,-920.30,groceries,Kirana Store
2024-08-14,-680.30,transportation,Fuel
2024-08-14,-550.40,utilities,Electricity Bill
2024-08-15,68632.72,income,Monthly Salary
2024-08-15,-850.60,groceries,Big Basket
2024-08-15,-680.00,utilities,Water Bill
2024-08-16,-920.80,groceries,DMart
2024-08-16,-199.00,entertainment,Netflix Subscription
2024-08-17,-1050.80,groceries,Big Basket
2024-08-17,-550.60,transportation,Metro Card
2024-08-18,-680.90,groceries,More Supermarket
2024-08-18,-380.50,transportation,Bus Pass
2024-08-19,-550.30,dining,KFC
2024-08-19,-420.20,groceries,Big Bazaar
2024-08-20,-750.60,shopping,Flipkart
2024-08-20,-320.00,dining,Local Restaurant
2024-08-21,-450.00,entertainment,Movie Tickets
2024-08-21,-199.00,entertainment,Amazon Prime
2024-08-22,-920.80,groceries,Reliance Fresh
2024-08-22,-550.40,utilities,Internet Bill
2024-08-23,-580.70,utilities,Water Bill
2024-08-23,-680.30,transportation,Fuel
2024-08-24,-850.60,shopping,Amazon
2024-08-24,-920.30,groceries,Kirana Store
2024-08-25,-950.40,groceries,More Supermarket
2024-08-25,-380.50,transportation,Bus Pass
2024-08-26,-750.60,shopping,Myntra
2024-08-26,-550.60,utilities,Water Bill
2024-08-27,-380.60,transportation,Metro Card
2024-08-27,-199.00,entertainment,Spotify Premium
2024-08-28,-920.80,groceries,Big Basket
2024-08-28,-680.90,transportation,Uber
2024-08-29,-199.00,entertainment,YouTube Premium
2024-08-29,-550.40,utilities,Electricity Bill
2024-08-30,-850.60,shopping,Flipkart
2024-08-30,-420.20,groceries,Reliance Fresh
2024-08-31,-880.90,dining,Pizza Hut
2024-08-31,-199.00,entertainment,Hotstar Premium
2024-09-01,-12000.00,rent,Monthly Rent
2024-09-01,-980.50,groceries,DMart
2024-09-01,-520.30,utilities,Electricity Bill
2024-09-02,-380.00,transportation,Auto Fare
2024-09-02,-199.00,entertainment,Netflix Subscription
2024-09-03,-750.60,shopping,Flipkart
2024-09-03,-650.40,dining,Local Restaurant
2024-09-04,-850.20,utilities,Internet Bill
2024-09-04,-920.80,groceries,Big Bazaar
2024-09-05,-450.00,entertainment,Amazon Prime
2024-09-05,-550.70,utilities,Water Bill
2024-09-06,-680.90,groceries,Reliance Fresh
2024-09-06,-380.50,transportation,Bus Pass
2024-09-07,-199.00,entertainment,Spotify Premium
2024-09-07,-750.60,shopping,Myntra
2024-09-08,-920.80,groceries,DMart
2024-09-08,-380.00,entertainment,YouTube Premium
2024-09-09,-680.30,transportation,Fuel
2024-09-09,-550.60,utilities,Internet Bill
2024-09-10,-850.60,groceries,Big Basket
2024-09-10,-920.30,groceries,Kirana Store
2024-09-11,-750.60,shopping,Amazon
2024-09-11,-320.00,dining,Local Restaurant
2024-09-12,-550.40,utilities,Water Bill
2024-09-12,-199.00,entertainment,Amazon Prime
2024-09-13,-850.60,shopping,Flipkart
2024-09-13,-420.20,groceries,Big Bazaar
2024-09-14,-920.80,groceries,Reliance Fresh
2024-09-14,-550.60,transportation,Auto Fare
2024-09-15,59759.75,income,Monthly Salary
2024-09-15,-850.60,groceries,Reliance Fresh
2024-09-15,-680.00,utilities,Electricity Bill
2024-09-16,-850.20,utilities,Internet Bill
2024-09-16,-420.20,groceries,Big Bazaar
2024-09-17,-550.60,transportation,Metro Card
2024-09-17,-750.60,shopping,Flipkart
2024-09-18,-920.80,groceries,DMart
2024-09-18,-380.50,transportation,Bus Pass
2024-09-19,-920.80,groceries,Big Bazaar
2024-09-19,-199.00,entertainment,Netflix Subscription
2024-09-20,-680.90,groceries,More Supermarket
2024-09-20,-550.20,utilities,Water Bill
2024-09-21,-450.00,entertainment,Amazon Prime
2024-09-21,-320.00,dining,Local Restaurant
2024-09-22,-920.80,groceries,Reliance Fresh
2024-09-22,-680.30,transportation,Fuel
2024-09-23,-550.70,utilities,Water Bill
2024-09-23,-550.40,utilities,Internet Bill
2024-09-24,-850.60,shopping,Amazon
2024-09-24,-420.20,groceries,Reliance Fresh
2024-09-25,-680.90,groceries,Reliance Fresh
2024-09-25,-199.00,entertainment,Netflix Subscription
2024-09-26,-920.30,groceries,Kirana Store
2024-09-26,-380.50,transportation,Metro Card
2024-09-27,-380.50,transportation,Bus Pass
2024-09-27,-750.60,shopping,Flipkart
2024-09-28,-550.60,utilities,Water Bill
2024-09-28,-320.00,dining,Local Restaurant
2024-09-29,-199.00,entertainment,Spotify Premium
2024-09-29,-680.90,transportation,Uber
2024-09-30,-920.80,groceries,Big Basket
2024-09-30,-199.00,entertainment,Hotstar Premium
2024-10-01,-12000.00,rent,Monthly Rent
2024-10-01,-1350.60,groceries,DMart
2024-10-01,-850.30,utilities,Electricity Bill
2024-10-02,-199.00,entertainment,Hotstar Premium
2024-10-02,-1150.80,shopping,Amazon
2024-10-03,-680.40,transportation,Fuel
2024-10-03,-720.50,utilities,Internet Bill
2024-10-04,-1050.90,groceries,Big Basket
2024-10-04,-550.20,dining,Local Restaurant
2024-10-05,-450.00,entertainment,Movie Tickets
2024-10-05,-580.70,utilities,Water Bill
2024-10-06,-950.40,groceries,More Supermarket
2024-10-06,-380.60,transportation,Metro Card
2024-10-07,-199.00,entertainment,YouTube Premium
2024-10-07,-880.80,dining,Domino's Pizza
2024-10-08,-750.60,shopping,Myntra
2024-10-08,-420.20,groceries,Big Bazaar
2024-10-09,-920.80,groceries,DMart
2024-10-09,-380.50,transportation,Auto Fare
2024-10-10,-550.60,utilities,Internet Bill
2024-10-10,-680.90,groceries,Reliance Fresh
2024-10-11,-750.60,shopping,Flipkart
2024-10-11,-320.00,dining,Local Restaurant
2024-10-12,-550.20,utilities,Water Bill
2024-10-12,-199.00,entertainment,YouTube Premium
2024-10-13,-850.60,shopping,Amazon
2024-10-13,-920.30,groceries,Kirana Store
2024-10-14,-680.30,transportation,Fuel
2024-10-14,-550.40,utilities,Electricity Bill
2024-10-15,71806.28,income,Monthly Salary
2024-10-15,-850.60,groceries,Big Basket
2024-10-15,-680.00,utilities,Water Bill
2024-10-16,-920.80,groceries,DMart
2024-10-16,-199.00,entertainment,Netflix Subscription
2024-10-17,-1050.90,groceries,Big Basket
2024-10-17,-550.60,transportation,Metro Card
2024-10-18,-680.90,groceries,More Supermarket
2024-10-18,-380.50,transportation,Bus Pass
2024-10-19,-550.20,dining,Local Restaurant
2024-10-19,-420.20,transportation,Metro Card
2024-10-20,-750.60,shopping,Flipkart
2024-10-20,-320.00,dining,Local Restaurant
2024-10-21,-450.00,entertainment,Movie Tickets
