date,amount,category,description
2025-07-04,-580.75,transportation,Fuel
2025-07-04,-199.00,entertainment,Hotstar Premium
2025-07-05,-950.30,dining,Pizza Hut
2025-07-05,-1200.50,shopping,Flipkart Sale
2025-07-06,-199.00,entertainment,Netflix Subscription
2025-07-06,-680.90,utilities,Water Bill
2025-07-07,-820.60,groceries,More Supermarket
2025-07-07,-550.40,transportation,Metro Card
2025-07-08,-750.60,shopping,Myntra
2025-07-08,-420.20,groceries,Reliance Fresh
2025-07-09,-920.80,groceries,DMart
2025-07-09,-380.00,entertainment,Spotify Premium
2025-07-10,-680.30,transportation,Fuel
2025-07-10,-880.20,dining,Local Restaurant
2025-07-11,-550.60,utilities,Internet Bill
2025-07-11,-850.60,groceries,Big Basket
2025-07-12,-680.90,transportation,Uber
2025-07-12,-920.30,groceries,Kirana Store
2025-07-13,-750.60,shopping,Amazon
2025-07-13,-320.00,dining,Local Restaurant
2025-07-14,-550.40,utilities,Water Bill
2025-07-14,-199.00,entertainment,Amazon Prime
2025-07-15,81209.73,income,Monthly Salary
2025-07-15,-850.60,groceries,Reliance Fresh
2025-07-15,-680.00,utilities,Electricity Bill
2025-07-16,-920.10,utilities,Internet Bill
2025-07-16,-420.20,groceries,Big Bazaar
2025-07-17,-550.60,transportation,Auto Fare
2025-07-17,-750.60,shopping,Flipkart
2025-07-18,-920.80,groceries,DMart
2025-07-18,-380.50,transportation,Bus Pass
2025-07-19,-1050.80,groceries,Big Bazaar
2025-07-19,-199.00,entertainment,Netflix Subscription
2025-07-20,-680.90,groceries,More Supermarket
2025-07-20,-550.20,utilities,Water Bill
2025-07-21,-580.75,transportation,Fuel
2025-07-21,-420.20,groceries,Reliance Fresh
2025-07-22,-750.60,shopping,Myntra
2025-07-22,-320.00,dining,Local Restaurant
2025-07-23,-199.00,entertainment,Hotstar Premium
2025-07-23,-550.40,utilities,Internet Bill
2025-07-24,-920.80,groceries,Big Basket
2025-07-24,-380.00,entertainment,YouTube Premium
2025-07-25,-950.30,dining,Pizza Hut
2025-07-25,-680.30,transportation,Uber
2025-07-26,-850.60,shopping,Amazon
2025-07-26,-550.60,utilities,Water Bill
2025-07-27,-1200.50,shopping,Flipkart Sale
2025-07-27,-420.20,groceries,DMart
2025-07-28,-920.80,groceries,Kirana Store
2025-07-28,-199.00,entertainment,Spotify Premium
2025-07-29,-680.90,utilities,Water Bill
2025-07-29,-380.50,transportation,Metro Card
2025-07-30,-750.60,shopping,Flipkart
2025-07-30,-550.40,utilities,Electricity Bill
2025-07-31,-820.60,groceries,More Supermarket
2025-07-31,-320.00,dining,Local Restaurant
2025-08-01,-1180.10,groceries,DMart
2025-08-01,-620.20,utilities,Water Bill
2025-08-01,-380.75,dining,Local Restaurant
2025-08-02,-12000.00,rent,Monthly Rent
2025-08-02,-650.50,transportation,Uber
2025-08-02,-750.90,shopping,Myntra
2025-08-03,-1120.10,groceries,Reliance Fresh
2025-08-03,-550.30,utilities,Electricity Bill
2025-08-04,-420.20,transportation,Metro Card
2025-08-04,-199.00,entertainment,Netflix Subscription
2025-08-05,-820.60,dining,KFC
2025-08-05,-950.80,groceries,Big Basket
2025-08-06,-199.00,entertainment,Amazon Prime
2025-08-06,-480.90,shopping,Flipkart
2025-08-07,-920.80,groceries,DMart
2025-08-07,-380.50,transportation,Auto Fare
2025-08-08,-550.40,utilities,Internet Bill
2025-08-08,-680.90,groceries,More Supermarket
2025-08-09,-750.60,shopping,Amazon
2025-08-09,-320.00,dining,Local Restaurant
2025-08-10,-550.20,utilities,Water Bill
2025-08-10,-420.20,groceries,Big Bazaar
2025-08-11,-680.30,transportation,Fuel
2025-08-11,-199.00,entertainment,Hotstar Premium
2025-08-12,-850.60,groceries,Reliance Fresh
2025-08-12,-550.60,utilities,Electricity Bill
2025-08-13,-920.30,groceries,Kirana Store
2025-08-13,-380.00,entertainment,YouTube Premium
2025-08-14,-750.60,shopping,Myntra
2025-08-14,-680.90,transportation,Uber
2025-08-15,62310.81,income,Monthly Salary
2025-08-15,-850.60,groceries,Big Basket
2025-08-15,-550.40,utilities,Internet Bill
2025-08-16,-920.80,groceries,DMart
2025-08-16,-199.00,entertainment,Netflix Subscription
2025-08-17,-1120.10,groceries,Reliance Fresh
2025-08-17,-380.50,transportation,Bus Pass
2025-08-18,-680.90,groceries,More Supermarket
2025-08-18,-550.20,utilities,Water Bill
2025-08-19,-550.30,utilities,Electricity Bill
2025-08-19,-420.20,groceries,Big Bazaar
2025-08-20,-750.60,shopping,Flipkart
2025-08-20,-320.00,dining,Local Restaurant
2025-08-21,-420.20,transportation,Metro Card
2025-08-21,-199.00,entertainment,Amazon Prime
2025-08-22,-920.80,groceries,Reliance Fresh
2025-08-22,-550.40,utilities,Internet Bill
2025-08-23,-199.00,entertainment,Netflix Subscription
2025-08-23,-680.30,transportation,Fuel
2025-08-24,-850.60,shopping,Amazon
2025-08-24,-920.30,groceries,Kirana Store
2025-08-25,-820.60,dining,KFC
2025-08-25,-380.50,transportation,Bus Pass
2025-08-26,-750.60,shopping,Myntra
2025-08-26,-550.60,utilities,Water Bill
2025-08-27,-950.80,groceries,Big Basket
2025-08-27,-199.00,entertainment,Spotify Premium
2025-08-28,-920.80,groceries,DMart
2025-08-28,-680.90,transportation,Uber
2025-08-29,-480.90,shopping,Flipkart
2025-08-29,-420.20,groceries,Reliance Fresh
2025-08-30,-550.40,utilities,Electricity Bill
2025-08-30,-320.00,dining,Local Restaurant
2025-08-31,-680.90,groceries,More Supermarket
2025-08-31,-199.00,entertainment,YouTube Premium
2025-09-01,-780.45,groceries,DMart
2025-09-01,-520.33,utilities,Internet Bill
2025-09-01,-380.85,transportation,Auto Fare
2025-09-02,-12000.00,rent,Monthly Rent
2025-09-02,-179.00,entertainment,Spotify Premium
2025-09-02,-580.90,shopping,Amazon
2025-09-03,-850.10,groceries,Big Bazaar
2025-09-03,-720.75,utilities,Water Bill
2025-09-04,-220.50,transportation,Bus Pass
2025-09-04,-199.00,entertainment,YouTube Premium
2025-09-05,-550.80,dining,Local Restaurant
2025-09-05,-680.20,groceries,Reliance Fresh
2025-09-06,-480.30,shopping,Flipkart
2025-09-06,-550.40,utilities,Electricity Bill
2025-09-07,-920.80,groceries,DMart
2025-09-07,-380.50,transportation,Metro Card
2025-09-08,-199.00,entertainment,Netflix Subscription
2025-09-08,-750.60,shopping,Myntra
2025-09-09,-680.90,groceries,More Supermarket
2025-09-09,-320.00,dining,Local Restaurant
2025-09-10,-550.20,utilities,Water Bill
2025-09-10,-420.20,groceries,Big Bazaar
2025-09-11,-850.60,shopping,Amazon
2025-09-11,-199.00,entertainment,Hotstar Premium
2025-09-12,-650.00,dining,Local Restaurant
2025-09-12,-680.30,transportation,Fuel
2025-09-13,-920.30,groceries,Kirana Store
2025-09-13,-550.40,utilities,Internet Bill
2025-09-14,-750.60,shopping,Flipkart
2025-09-14,-380.00,entertainment,Spotify Premium
2025-09-15,64434.76,income,Monthly Salary
2025-09-15,-850.60,groceries,Reliance Fresh
2025-09-15,-680.00,utilities,Electricity Bill
2025-09-16,-920.80,groceries,Big Basket
2025-09-16,-199.00,entertainment,Amazon Prime
2025-09-17,-720.75,utilities,Water Bill
2025-09-17,-550.60,transportation,Auto Fare
2025-09-18,-680.90,groceries,More Supermarket
2025-09-18,-320.00,dining,Local Restaurant
2025-09-19,-850.10,groceries,Big Bazaar
2025-09-19,-380.50,transportation,Bus Pass
2025-09-20,-750.60,shopping,Myntra
2025-09-20,-550.20,utilities,Water Bill
2025-09-21,-220.50,transportation,Bus Pass
2025-09-21,-199.00,entertainment,YouTube Premium
2025-09-22,-920.80,groceries,DMart
2025-09-22,-680.30,transportation,Fuel
2025-09-23,-199.00,entertainment,YouTube Premium
2025-09-23,-550.40,utilities,Internet Bill
2025-09-24,-850.60,shopping,Amazon
2025-09-24,-420.20,groceries,Reliance Fresh
2025-09-25,-550.80,dining,Local Restaurant
2025-09-25,-199.00,entertainment,Netflix Subscription
2025-09-26,-920.30,groceries,Kirana Store
2025-09-26,-380.50,transportation,Metro Card
2025-09-27,-680.20,groceries,Reliance Fresh
2025-09-27,-750.60,shopping,Flipkart
2025-09-28,-550.60,utilities,Water Bill
2025-09-28,-320.00,dining,Local Restaurant
2025-09-29,-480.30,shopping,Flipkart
2025-09-29,-680.90,transportation,Uber
2025-09-30,-920.80,groceries,Big Basket
2025-09-30,-199.00,entertainment,Hotstar Premium
2025-10-01,-1450.45,groceries,Big Bazaar
2025-10-01,-820.25,utilities,Electricity Bill
2025-10-01,-680.60,transportation,Auto Fare
2025-10-02,-12500.00,rent,Monthly Rent
2025-10-02,-199.00,entertainment,Netflix Subscription
2025-10-02,-1150.10,shopping,Amazon
2025-10-03,-880.75,dining,Domino's Pizza
2025-10-03,-720.50,utilities,Water Bill
2025-10-04,-1250.80,groceries,More Supermarket
2025-10-04,-420.20,transportation,Metro Card
2025-10-05,-350.00,entertainment,Movie Tickets
2025-10-05,-1080.90,utilities,LPG Cylinder
2025-10-06,-950.60,groceries,Kirana Store
2025-10-06,-199.00,entertainment,Hotstar Premium
2025-10-07,-920.75,dining,Pizza Hut
2025-10-07,-550.40,transportation,Bus Pass
2025-10-08,-750.60,shopping,Myntra
2025-10-08,-420.20,groceries,Big Bazaar
2025-10-09,-920.80,groceries,DMart
2025-10-09,-380.50,transportation,Auto Fare
2025-10-10,-550.60,utilities,Internet Bill
2025-10-10,-680.90,groceries,Reliance Fresh
2025-10-11,-750.60,shopping,Flipkart
2025-10-11,-320.00,dining,Local Restaurant
2025-10-12,-550.20,utilities,Water Bill
2025-10-12,-199.00,entertainment,YouTube Premium
2025-10-13,-850.60,shopping,Amazon
2025-10-13,-920.30,groceries,Kirana Store
2025-10-14,-680.30,transportation,Fuel
2025-10-14,-550.40,utilities,Electricity Bill
2025-10-15,70264.03,income,Monthly Salary
2025-10-15,-850.60,groceries,Big Basket
2025-10-15,-680.00,utilities,Water Bill
2025-10-16,-920.80,groceries,DMart
2025-10-16,-199.00,entertainment,Netflix Subscription
2025-10-17,-720.50,utilities,Water Bill
2025-10-17,-550.60,transportation,Metro Card
2025-10-18,-680.90,groceries,More Supermarket
2025-10-18,-380.50,transportation,Bus Pass
2025-10-19,-1250.80,groceries,More Supermarket
2025-10-19,-420.20,transportation,Metro Card
2025-10-20,-750.60,shopping,Flipkart
2025-10-20,-320.00,dining,Local Restaurant
2025-10-21,-550.20,utilities,Electricity Bill
2025-10-21,-199.00,entertainment,Amazon Prime
2025-10-22,-920.80,groceries,Reliance Fresh
2025-10-22,-550.40,utilities,Internet Bill
2025-10-23,-350.00,entertainment,Movie Tickets
2025-10-23,-680.30,transportation,Uber
2025-10-24,-850.60,shopping,Myntra
2025-10-24,-920.30,groceries,Kirana Store
2025-10-25,-1080.90,utilities,LPG Cylinder
2025-10-25,-380.50,transportation,Bus Pass
2025-10-26,-750.60,shopping,Amazon
2025-10-26,-550.60,utilities,Water Bill
2025-10-27,-950.60,groceries,Kirana Store
2025-10-27,-199.00,entertainment,Hotstar Premium
2025-10-28,-920.80,groceries,Big Basket
2025-10-28,-680.90,transportation,Fuel
2025-10-29,-199.00,entertainment,Hotstar Premium
2025-10-29,-550.40,utilities,Internet Bill
2025-10-30,-850.60,shopping,Flipkart
2025-10-30,-420.20,groceries,Reliance Fresh
2025-10-31,-920.75,dining,Pizza Hut
2025-10-31,-199.00,entertainment,Spotify Premium
