date,amount,category,description
2025-10-22,-420.60,transportation,Metro Card
2025-10-22,-680.40,dining,Local Restaurant
2025-10-22,-950.30,utilities,Water Bill
2025-10-22,-720.80,groceries,Big Basket
2025-10-22,-550.20,transportation,Auto Fare
2025-10-22,-450.00,entertainment,Spotify Premium
2025-10-23,-720.80,groceries,Big Basket
2025-10-23,-199.00,entertainment,Hotstar Premium
2025-10-23,-1150.50,shopping,Amazon
2025-10-23,-680.00,utilities,Electricity Bill
2025-10-23,-380.50,transportation,Bus Pass
2025-10-23,-550.60,dining,KFC
2025-10-24,-550.20,transportation,Auto Fare
2025-10-24,-850.60,groceries,DMart
2025-10-24,-680.00,utilities,Electricity Bill
2025-10-24,-320.00,dining,Local Restaurant
2025-10-24,-199.00,entertainment,YouTube Premium
2025-10-24,-920.30,groceries,Kirana Store
2025-10-25,-450.70,dining,KFC
2025-10-25,-920.30,groceries,Kirana Store
2025-10-25,-199.00,entertainment,YouTube Premium
2025-10-25,-1050.80,utilities,LPG Cylinder
2025-10-25,-380.50,transportation,Bus Pass
2025-10-25,-750.80,shopping,Myntra
2025-10-26,-1050.80,utilities,LPG Cylinder
2025-10-26,-380.50,transportation,Bus Pass
2025-10-26,-720.40,groceries,Big Bazaar
2025-10-26,-550.00,dining,Local Restaurant
2025-10-26,-199.00,entertainment,Netflix Subscription
2025-10-26,-850.60,shopping,Amazon
2025-10-27,-550.00,dining,Local Restaurant
2025-10-27,-850.60,shopping,Myntra
2025-10-27,-450.30,entertainment,Spotify Premium
2025-10-27,-680.70,utilities,Electricity Bill
2025-10-27,-380.00,transportation,Fuel
2025-10-27,-920.50,groceries,Reliance Fresh
2025-10-28,-680.70,utilities,Electricity Bill
2025-10-28,-920.50,groceries,Reliance Fresh
2025-10-28,-380.00,transportation,Fuel
2025-10-28,-550.40,dining,Domino's Pizza
2025-10-28,-199.00,entertainment,Hotstar Premium
2025-10-28,-750.80,shopping,Flipkart
2025-10-29,-550.40,dining,Domino's Pizza
2025-10-29,-750.80,utilities,Internet Bill
2025-10-29,-1050.20,groceries,More Supermarket
2025-10-29,-420.60,transportation,Metro Card
2025-10-29,-199.00,entertainment,Amazon Prime
2025-10-29,-680.90,groceries,Big Basket
2025-10-30,-420.60,transportation,Metro Card
2025-10-30,-680.40,dining,Local Restaurant
2025-10-30,-950.30,utilities,Water Bill
2025-10-30,-720.80,groceries,Big Basket
2025-10-30,-550.20,transportation,Auto Fare
2025-10-30,-450.00,entertainment,Spotify Premium
2025-10-31,-720.80,groceries,Big Basket
2025-10-31,-199.00,entertainment,Netflix Subscription
2025-10-31,-1150.50,shopping,Flipkart
2025-10-31,-680.00,utilities,Electricity Bill
2025-10-31,-380.50,transportation,Bus Pass
2025-10-31,-550.60,dining,Pizza Hut
